Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label,category
32.0,6,64.0,175.00256601758244,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8210,66,1514,821.0,731.4802344105638,821.0,0.0057289123535156,10,535063.3333333334,BENIGN,Benign
32.0,6,130.4,924.3848900251244,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13692,66,7306,1369.2,2206.5839259412323,1369.2,0.0010832071304321,10,4869012.622222222,BENIGN,Benign
19.68,6,63.22,13237.924504481758,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0,98,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,7.581233978271485e-05,100,0.0,DDOS-SYN_FLOOD,DDoS
20.0,6,65.67,2576.5912092637527,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1,1,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,1.0,1.0,6052,60,98,60.52,4.036400036235915,60.52,0.0003881096839904,100,16.292525252525298,DOS-TCP_FLOOD,DoS
0.64,47,65.0,2212.734169335225,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,1.0,1.0,55506,66,578,555.06,102.0113699347264,555.06,0.0004526400566101,100,10406.3195959596,MIRAI-GREIP_FLOOD,Mirai
0.0,47,64.0,6321.483044461191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57800,578,578,578.0,0.0,578.0,0.000158200263977,100,0.0,MIRAI-GREIP_FLOOD,Mirai
8.0,17,64.0,22079.932617393137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.5289993286132814e-05,100,0.0,DOS-UDP_FLOOD,DoS
20.0,6,64.0,36721.27473297146,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.724170684814453e-05,100,0.0,DDOS-PSHACK_FLOOD,DDoS
32.0,6,113.1,141.28324665175563,0.1,0.0,0.0,0.3,1.0,0.0,0.0,10,0,1,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1237,66,427,123.7,115.95214530141304,123.7,0.0075562953948974,10,13444.9,MITM-ARPSPOOFING,Spoofing
20.0,6,64.0,51444.91598184717,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.279996871948242e-05,100,0.0,DDOS-RSTFINFLOOD,DDoS
0.0,1,64.54,25484.894883947018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6038,60,98,60.38,3.799999999999992,60.38,3.923892974853516e-05,100,14.439999999999928,DDOS-ICMP_FLOOD,DDoS
20.0,6,64.0,18053.994490358127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.5389404296875e-05,100,0.0,DOS-TCP_FLOOD,DoS
0.0,47,64.0,4104.256609977102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,0.0002445197105407,100,0.0,MIRAI-GREETH_FLOOD,Mirai
8.12,17,64.6,1954.611925344269,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,19082,168,1078,190.82,89.62507540534709,190.82,0.000511610507965,100,8032.654141414151,DOS-UDP_FLOOD,DoS
22.8,6,94.5,794.4660378073266,0.0,0.7,0.3,0.0,0.3,0.0,0.0,3,7,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0012588024139404,10,0.0,RECON-HOSTDISCOVERY,Recon
20.0,6,64.0,31676.640737104448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.156900405883789e-05,100,0.0,DOS-TCP_FLOOD,DoS
20.0,6,64.0,52965.071347392346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.88899040222168e-05,100,0.0,DDOS-TCP_FLOOD,DDoS
8.0,17,83.1,61.61542947718822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,770,60,230,77.0,53.75872022286245,77.0,0.0183069944381713,10,2890.0,BENIGN,Benign
26.0,6,118.2,47.29072215162828,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,3921,66,1514,392.1,525.2722997540312,392.1,0.0235668897628784,10,275910.98888888885,BENIGN,Benign
0.0,1,64.0,10418.819087363689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,9.598970413208008e-05,100,0.0,DDOS-ICMP_FLOOD,DDoS
15.2,17,99.4,103.7667520193961,0.0,0.0,0.0,0.1,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,878,60,214,87.8,56.375329513695775,87.8,0.0124479055404663,10,3178.177777777777,BENIGN,Benign
0.16,47,64.63,2317.551110619958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.0,0.0,0.98,0.98,57510,60,592,575.1,86.56608382436424,575.1,0.0004324293136596,100,7493.686868686856,MIRAI-GREETH_FLOOD,Mirai
20.0,6,64.0,13859.969598836826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.215023040771484e-05,100,0.0,DOS-TCP_FLOOD,DoS
20.0,6,64.0,32403.46106304079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.086090087890625e-05,100,0.0,DDOS-TCP_FLOOD,DDoS
32.0,6,231.0,2560.9378434485284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0004326820373535,10,0.0,BENIGN,Benign
4.68,1,63.03,21213.352215253894,0.0,0.11,0.01,0.0,0.11,0.08,0.0,11,11,0,1,0.0,0.12,0.01,0.0,0.0,0.0,0.0,0.12,0.01,0.0,0.0,0.87,0.0,1.0,1.0,6166,60,74,61.66,4.522044768563099,61.66,4.714012145996094e-05,100,20.448888888888888,DDOS-ICMP_FLOOD,DDoS
20.24,6,65.09,3161.861397782184,0.01,0.01,0.0,0.01,0.03,0.0,0.0,3,1,1,0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,7103,60,1127,71.03,106.68043992516276,71.03,0.0003162693977355,100,11380.716262626262,DOS-TCP_FLOOD,DoS
20.0,6,64.0,37681.28649717007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.653837203979492e-05,100,0.0,DDOS-TCP_FLOOD,DDoS
19.2,6,63.1,166.25920126845705,0.0,0.1,0.0,0.2,0.4,0.0,0.0,4,1,0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,737,60,112,73.7,17.60082068793637,73.7,0.0095278978347778,10,309.7888888888889,RECON-HOSTDISCOVERY,Recon
22.4,6,90.6,91.99205162060086,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1404,66,319,140.4,87.90297681724626,140.4,0.0109200954437255,10,7726.933333333332,DNS_SPOOFING,Spoofing
32.0,6,64.0,1433.5090057760003,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18521,1514,2962,1852.1,604.1998289749289,1852.1,0.0007390022277832,10,365057.43333333335,BENIGN,Benign
20.0,6,64.0,37539.64020406337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.8278827667236328e-05,100,0.0,DDOS-RSTFINFLOOD,DDoS
8.64,17,65.27,9766.687623704738,0.0,0.0,0.0,0.0,0.03,0.0,0.0,3,0,0,0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.96,0.0,0.01,0.0,0.0,0.99,0.99,17778,60,230,177.78,23.735742131761025,177.78,0.0001023983955383,100,563.3854545454554,DOS-UDP_FLOOD,DoS
20.0,6,64.0,18281.410451989712,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.4700374603271486e-05,100,0.0,DDOS-RSTFINFLOOD,DDoS
24.0,6,64.0,17848.102127659575,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.602836608886719e-05,100,0.0,DOS-SYN_FLOOD,DoS
49.2,6,98.4,1006.939069477121,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,3708,62,1494,370.8,592.0624591675744,370.8,0.0009932041168212,10,350537.9555555557,MITM-ARPSPOOFING,Spoofing
20.0,6,64.0,12422.41440587608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.049964904785156e-05,100,0.0,DDOS-TCP_FLOOD,DDoS
8.0,17,65.91,7635.308466677589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6170,60,230,61.7,16.999999999999996,61.7,0.000130980014801,100,288.9999999999999,DOS-UDP_FLOOD,DoS
19.72,6,62.72,8039.839751576606,0.01,0.95,0.0,0.0,0.02,0.0,0.0,2,95,1,0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.97,0.01,0.0,0.02,0.0,0.0,0.98,0.98,6022,60,70,60.22,1.2994171187439572,60.22,0.0001243901252746,100,1.6884848484848474,DOS-SYN_FLOOD,DoS
0.0,1,64.0,36114.20699156191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.7699470520019533e-05,100,0.0,DDOS-ICMP_FLOOD,DDoS
20.0,6,64.0,160516.800612323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.239414215087891e-06,100,0.0,DDOS-SYN_FLOOD,DDoS
22.4,6,121.8,100.01893401947297,0.0,0.2,0.0,0.2,0.6,0.0,0.0,6,2,0,0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.8,0.8,1262,60,262,126.2,81.15526956259697,126.2,0.010337495803833,10,6586.177777777779,RECON-PORTSCAN,Recon
20.8,6,55.0,89.07089690907739,0.0,0.1,0.0,0.3,0.5,0.0,0.0,5,1,0,0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.2,0.1,0.0,0.8,0.8,1827,60,1029,182.7,299.73249184342137,182.7,0.0136744976043701,10,89839.56666666667,BENIGN,Benign
28.8,6,62.1,264.0617484481044,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,1.0,8398,66,1514,839.8,719.6384586103713,839.8,0.0077314853668212,10,517879.5111111111,BENIGN,Benign
32.0,6,232.0,11223.719561145304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0012377977371215,10,0.0,BENIGN,Benign
32.0,6,231.0,590747.0422535212,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,3.0994415283203125e-06,10,0.0,BENIGN,Benign
20.04,6,63.78,10542.955533770706,0.0,1.0,0.0,0.0,0.01,0.0,0.0,1,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,9.48500633239746e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD,DDoS
24.8,6,80.5,73.00078669442144,0.0,0.0,0.0,0.7,0.8,0.0,0.0,8,0,0,0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,2697,66,791,269.7,279.2661215877548,269.7,0.0145602941513061,10,77989.56666666665,BENIGN,Benign
32.0,6,118.9,26247.20901126408,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7800,66,2922,780.0,1213.5666442350828,780.0,7.328987121582031e-05,10,1472744.0,BENIGN,Benign
20.0,6,64.0,34964.188062687565,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.86102294921875e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD,DDoS
28.8,6,55.6,242.2478788963908,0.0,0.0,0.0,0.3,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,11805,60,7306,1180.5,2261.548793292872,1180.5,0.0051934957504272,10,5114602.944444444,MITM-ARPSPOOFING,Spoofing
20.0,6,64.0,11425.81928137514,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.753061294555664e-05,100,0.0,DDOS-RSTFINFLOOD,DDoS
19.8,6,63.36,27995.6214123615,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,3.573179244995117e-05,100,0.0,DOS-SYN_FLOOD,DoS
32.0,6,99.4,13547.49354005168,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9036,66,1462,903.6,720.8913001740739,903.6,9.729862213134766e-05,10,519684.2666666666,BENIGN,Benign
0.0,1,63.36,24195.58119411595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,4.133939743041992e-05,100,0.0,DDOS-ICMP_FLOOD,DDoS
20.0,6,64.0,11941.758961364349,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.38613510131836e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD,DDoS
32.0,6,180.9,89.68224339031613,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4742,66,1514,474.2,661.1212361502911,474.2,0.0111645936965942,10,437081.28888888896,BENIGN,Benign
